,user,following,following_in_degree,Entity owner (English)
2676,izhejiang,embajadorcn_uy,78,China Daily Press
2677,izhejiang,BeautyJiangxi,37,China Daily Press
2678,izhejiang,thisisGBA,39,China Daily Press
2679,izhejiang,Amazing_Yunnan,92,China Daily Press
2680,izhejiang,CriFrancais,11,China Daily Press
2681,izhejiang,EDNewsChina,24,China Daily Press
2682,izhejiang,iChangzhou,15,China Daily Press
2683,izhejiang,ChinaEmBE,29,China Daily Press
2684,izhejiang,PeoplesDailyapp,52,China Daily Press
2685,izhejiang,DiscoverNanjing,24,China Daily Press
2686,izhejiang,CGHuangPingNY,117,China Daily Press
2687,izhejiang,ChenMingjian_CN,53,China Daily Press
2688,izhejiang,AndyBxxx,92,China Daily Press
2689,izhejiang,ChnConsulateJhb,25,China Daily Press
2690,izhejiang,ChinaAmbNL,46,China Daily Press
2691,izhejiang,WeiHongtian,19,China Daily Press
2692,izhejiang,AmbFangQiu,39,China Daily Press
2693,izhejiang,China24Official,30,China Daily Press
2694,izhejiang,dupingCHN,42,China Daily Press
2695,izhejiang,salahzhang,67,China Daily Press
2696,izhejiang,ChinaEmbBahrain,22,China Daily Press
2697,izhejiang,discoverbinhai,43,China Daily Press
2698,izhejiang,ChinaCG_Ffm,76,China Daily Press
2699,izhejiang,ChinaEmbPt,89,China Daily Press
2700,izhejiang,VisitSanya,12,China Daily Press
2701,izhejiang,ChinaCG_Muc,94,China Daily Press
2702,izhejiang,EmbChinaPa,50,China Daily Press
2703,izhejiang,ChinaEmb_Juba,28,China Daily Press
2704,izhejiang,ChinaCG_CC,39,China Daily Press
2705,izhejiang,ChinaMissionGva,89,China Daily Press
2706,izhejiang,EmbChinaMex,51,China Daily Press
2707,izhejiang,xuejianosaka,136,China Daily Press
2708,izhejiang,ChinaCG_NYC,110,China Daily Press
2709,izhejiang,CCGJeddah,64,China Daily Press
2710,izhejiang,ChinaEmbinCH,101,China Daily Press
2711,izhejiang,ChineseCon_Mel,46,China Daily Press
2712,izhejiang,ChinaConsAlmaty,71,China Daily Press
2713,izhejiang,ChinainVan,46,China Daily Press
2714,izhejiang,ChinaEmbEritrea,84,China Daily Press
2715,izhejiang,TideNewsZJ,21,China Daily Press
2716,izhejiang,ChineAmbMaroc,39,China Daily Press
2717,izhejiang,in_embassy,68,China Daily Press
2718,izhejiang,SichuanDaily,72,China Daily Press
2719,izhejiang,promisingzhuang,56,China Daily Press
2720,izhejiang,PRC_Amb_Uganda,33,China Daily Press
2721,izhejiang,sun_weide,67,China Daily Press
2722,izhejiang,AmbWuJianghao,75,China Daily Press
2723,izhejiang,EmbaixadaChina,80,China Daily Press
2724,CDchinawatch,XinhuaChinese,79,China Daily Press
2725,CDchinawatch,AmbCuiTiankai,186,China Daily Press
2726,CDchinawatch,PDChinese,134,China Daily Press
2727,CDchinawatch,chinaembcongobz,66,China Daily Press
2728,CDchinawatch,Chine_au_Mali,74,China Daily Press
2729,CDchinawatch,AmbChineCmr,66,China Daily Press
2730,CDchinawatch,AmbCHINEenRDC,55,China Daily Press
2731,CDchinawatch,ChineseEmbinUK,151,China Daily Press
2732,CDchinawatch,ChinaAmbSA,151,China Daily Press
2733,CDchinawatch,China2ASEAN,133,China Daily Press
2734,CDchinawatch,chinaembaustria,102,China Daily Press
2735,CDchinawatch,AmbChangHua,92,China Daily Press
2736,CDchinawatch,ChinaEmbPoland,105,China Daily Press
2737,CDchinawatch,libijian2,128,China Daily Press
2738,CDchinawatch,ChinaAmbBelgium,109,China Daily Press
2739,CDchinawatch,ChinaEmbajadaRD,41,China Daily Press
2740,CDchinawatch,EmbZhangRun,86,China Daily Press
2741,CDchinawatch,ChinainLebanon,98,China Daily Press
2742,CDchinawatch,CdOpinion,18,China Daily Press
2743,CDchinawatch,ChinaDaily_Life,21,China Daily Press
2744,CDchinawatch,ChinaEmbSVK,100,China Daily Press
2745,CDchinawatch,ChineseEmbTZ,95,China Daily Press
2746,CDchinawatch,CDAfricaNews,28,China Daily Press
2747,CDchinawatch,ChineseEmbinRus,52,China Daily Press
2748,CDchinawatch,ChineseEmbinHU,108,China Daily Press
2749,CDchinawatch,Chinaembmanila,105,China Daily Press
2750,CDchinawatch,PRCAmbNL,67,China Daily Press
2751,CDchinawatch,Li_Baorong,15,China Daily Press
2752,CDchinawatch,hongfenghuang,53,China Daily Press
2753,CDchinawatch,CD_visual,18,China Daily Press
2754,CDchinawatch,ChinaDailyWorld,23,China Daily Press
2755,CDchinawatch,ChinaDaily,249,China Daily Press
2756,CDchinawatch,SpokespersonCHN,329,China Daily Press
2757,CDchinawatch,chenweihua,132,China Daily Press
2758,CDchinawatch,XHNews,284,China Daily Press
2759,CDchinawatch,CGTNOfficial,307,China Daily Press
2760,CDchinawatch,zhang_heqing,245,China Daily Press
2761,CDchinawatch,zlj517,308,China Daily Press
2762,CDchinawatch,ChinaAmbUN,210,China Daily Press
2763,CDchinawatch,AmbLiuXiaoMing,230,China Daily Press
2764,CDchinawatch,HuXijin_GT,132,China Daily Press
2765,CDchinawatch,WuPeng_MFAChina,149,China Daily Press
2766,CDchinawatch,Amb_ZhuJing,75,China Daily Press
2767,CDchinawatch,Amb_LuKang,146,China Daily Press
2768,CDchinawatch,AmbassadeChine,175,China Daily Press
2769,CDchinawatch,ChineseLiberia,108,China Daily Press
2770,CDchinawatch,ChinaConSydney,127,China Daily Press
2771,CDchinawatch,ChinaEmbGermany,76,China Daily Press
2772,CDchinawatch,AmbChenWeiqing,60,China Daily Press
2773,CDchinawatch,li_xiaosi,168,China Daily Press
2774,CDchinawatch,luowill1978,13,China Daily Press
2775,CDchinawatch,ChinaEmSlovenia,128,China Daily Press
2776,CDchinawatch,ambchinetchad,94,China Daily Press
2777,CDchinawatch,ChineAmbDjibout,48,China Daily Press
2778,CDchinawatch,ChinaEmbinMR,66,China Daily Press
2779,CDchinawatch,chine_guinee,90,China Daily Press
2780,CDchinawatch,ChnEmbassy_jp,105,China Daily Press
2781,CDchinawatch,AmbChineBurundi,43,China Daily Press
2782,CDchinawatch,ChineseEmbinUS,206,China Daily Press
2783,Chinaemb_Hellas,AmbChineCmr,66,Ministry of Foreign Affairs
2784,Chinaemb_Hellas,li_xiaosi,168,Ministry of Foreign Affairs
2785,Chinaemb_Hellas,CSCECNEWS,34,Ministry of Foreign Affairs
2786,Chinaemb_Hellas,AmbZhengZeguang,97,Ministry of Foreign Affairs
2787,Chinaemb_Hellas,CGTNRadio,78,Ministry of Foreign Affairs
2788,Chinaemb_Hellas,InsightNingbo,43,Ministry of Foreign Affairs
2789,Chinaemb_Hellas,izhejiang,93,Ministry of Foreign Affairs
2790,Chinaemb_Hellas,embajadorcn_uy,78,Ministry of Foreign Affairs
2791,Chinaemb_Hellas,ChinaEmbSVK,100,Ministry of Foreign Affairs
2792,Chinaemb_Hellas,yicaichina,37,Ministry of Foreign Affairs
2793,Chinaemb_Hellas,ipandacom,29,Ministry of Foreign Affairs
2794,Chinaemb_Hellas,SpokespersonHZM,92,Ministry of Foreign Affairs
2795,Chinaemb_Hellas,China_Amb_India,148,Ministry of Foreign Affairs
2796,Chinaemb_Hellas,shanghaidaily,53,Ministry of Foreign Affairs
2797,Chinaemb_Hellas,ZhengguanNews,81,Ministry of Foreign Affairs
2798,Chinaemb_Hellas,SpoxCHNinUS,76,Ministry of Foreign Affairs
2799,Chinaemb_Hellas,_cultureexpress,14,Ministry of Foreign Affairs
2800,Chinaemb_Hellas,CGTN_Culture,24,Ministry of Foreign Affairs
2801,Chinaemb_Hellas,BeautyJiangxi,37,Ministry of Foreign Affairs
2802,Chinaemb_Hellas,ChinaScience,77,Ministry of Foreign Affairs
2803,Chinaemb_Hellas,PDChinaLife,98,Ministry of Foreign Affairs
2804,Chinaemb_Hellas,chine_guinee,90,Ministry of Foreign Affairs
2805,Chinaemb_Hellas,ChinaEmbSL,85,Ministry of Foreign Affairs
2806,Chinaemb_Hellas,ChinaembassyT,81,Ministry of Foreign Affairs
2807,Chinaemb_Hellas,Guangming_Daily,33,Ministry of Foreign Affairs
2808,Chinaemb_Hellas,ChinaEmbGermany,76,Ministry of Foreign Affairs
2809,Chinaemb_Hellas,ZhongBai2020,146,Ministry of Foreign Affairs
2810,Chinaemb_Hellas,ChinaEmbEsp,114,Ministry of Foreign Affairs
2811,Chinaemb_Hellas,ChinaEmbPoland,105,Ministry of Foreign Affairs
2812,Chinaemb_Hellas,ChinaMissionGva,89,Ministry of Foreign Affairs
2813,Chinaemb_Hellas,ChinaEmbNL,108,Ministry of Foreign Affairs
2814,Chinaemb_Hellas,EmbChina_RS,75,Ministry of Foreign Affairs
2815,Chinaemb_Hellas,ChinaAmbSA,151,Ministry of Foreign Affairs
2816,Chinaemb_Hellas,AmbCuiTiankai,186,Ministry of Foreign Affairs
2817,Chinaemb_Hellas,ChineseEmbinUK,151,Ministry of Foreign Affairs
2818,Chinaemb_Hellas,ChineseEmbinUS,206,Ministry of Foreign Affairs
2819,Chinaemb_Hellas,CGTNOfficial,307,Ministry of Foreign Affairs
2820,Chinaemb_Hellas,PDChina,237,Ministry of Foreign Affairs
2821,Chinaemb_Hellas,Chinamission2un,196,Ministry of Foreign Affairs
2822,Chinaemb_Hellas,GoJiangsu,87,Ministry of Foreign Affairs
2823,Chinaemb_Hellas,tianwei,37,Ministry of Foreign Affairs
2824,Chinaemb_Hellas,EDNewsChina,24,Ministry of Foreign Affairs
2825,Chinaemb_Hellas,QiushiJournal,98,Ministry of Foreign Affairs
2826,Chinaemb_Hellas,Amb_Yiming,138,Ministry of Foreign Affairs
2827,Chinaemb_Hellas,ChinaEmbOttawa,89,Ministry of Foreign Affairs
2828,Chinaemb_Hellas,ChineseEmbKenya,100,Ministry of Foreign Affairs
2829,Chinaemb_Hellas,Chinaembmanila,105,Ministry of Foreign Affairs
2830,Chinaemb_Hellas,YDunhai,85,Ministry of Foreign Affairs
2831,Chinaemb_Hellas,ChinaIraq,100,Ministry of Foreign Affairs
2832,Chinaemb_Hellas,crigreek,1,Ministry of Foreign Affairs
2833,Chinaemb_Hellas,ambchinetchad,94,Ministry of Foreign Affairs
2834,Chinaemb_Hellas,XHscitech,28,Ministry of Foreign Affairs
2835,Chinaemb_Hellas,AmbCina,82,Ministry of Foreign Affairs
2836,Chinaemb_Hellas,ChineseEmb_PNG,103,Ministry of Foreign Affairs
2837,Chinaemb_Hellas,ChineseEmbinHU,108,Ministry of Foreign Affairs
2838,Chinaemb_Hellas,ChineseEmbinMNE,19,Ministry of Foreign Affairs
2839,Chinaemb_Hellas,PDChinaSports,30,Ministry of Foreign Affairs
2840,Chinaemb_Hellas,XisMoments,85,Ministry of Foreign Affairs
2841,Chinaemb_Hellas,MOFCOM_China,58,Ministry of Foreign Affairs
2842,Chinaemb_Hellas,PRCAmbNepal,114,Ministry of Foreign Affairs
2843,Chinaemb_Hellas,Where_Zhengzhou,24,Ministry of Foreign Affairs
2844,Chinaemb_Hellas,shao_zheng,63,Ministry of Foreign Affairs
2845,Chinaemb_Hellas,CHINA_DIPLOMAT,73,Ministry of Foreign Affairs
2846,Chinaemb_Hellas,ChinaEmbCroatia,31,Ministry of Foreign Affairs
2847,Chinaemb_Hellas,AndyBxxx,92,Ministry of Foreign Affairs
2848,Chinaemb_Hellas,BeijingDiscover,62,Ministry of Foreign Affairs
2849,Chinaemb_Hellas,chenweihua,132,Ministry of Foreign Affairs
2850,Chinaemb_Hellas,MAKSIMYQY,48,Ministry of Foreign Affairs
2851,Chinaemb_Hellas,Amb_LuKang,146,Ministry of Foreign Affairs
2852,Chinaemb_Hellas,wangxh65,47,Ministry of Foreign Affairs
2853,Chinaemb_Hellas,HeRulong,81,Ministry of Foreign Affairs
2854,Chinaemb_Hellas,CGHuangPingNY,117,Ministry of Foreign Affairs
2855,Chinaemb_Hellas,iChongqing_CIMC,69,Ministry of Foreign Affairs
2856,Chinaemb_Hellas,cjxwh_hbtv,20,Ministry of Foreign Affairs
2857,Chinaemb_Hellas,CGTNSportsScene,50,Ministry of Foreign Affairs
2858,Chinaemb_Hellas,ChinaEmbArg,42,Ministry of Foreign Affairs
2859,Chinaemb_Hellas,ChinaSpox_India,46,Ministry of Foreign Affairs
2860,Chinaemb_Hellas,XIEYongjun_CHN,143,Ministry of Foreign Affairs
2861,Chinaemb_Hellas,ChinaCG_Ffm,76,Ministry of Foreign Affairs
2862,Chinaemb_Hellas,DXinjiang,58,Ministry of Foreign Affairs
2863,Chinaemb_Hellas,Jingjing_Li,82,Ministry of Foreign Affairs
2864,Chinaemb_Hellas,ChineseembassyJ,89,Ministry of Foreign Affairs
2865,Chinaemb_Hellas,ChinaEmSlovenia,128,Ministry of Foreign Affairs
2866,Chinaemb_Hellas,China_Amb_Mdv,112,Ministry of Foreign Affairs
2867,Chinaemb_Hellas,AmbJiaGuide,107,Ministry of Foreign Affairs
2868,Chinaemb_Hellas,CCGJeddah,64,Ministry of Foreign Affairs
2869,Chinaemb_Hellas,ChinaConsAlmaty,71,Ministry of Foreign Affairs
2870,Chinaemb_Hellas,in_embassy,68,Ministry of Foreign Affairs
2871,Chinaemb_Hellas,AmbChenBo,39,Ministry of Foreign Affairs
2872,Chinaemb_Hellas,ChinaEmbPt,89,Ministry of Foreign Affairs
2873,Chinaemb_Hellas,ChinaEmbEritrea,84,Ministry of Foreign Affairs
2874,Chinaemb_Hellas,WuPeng_MFAChina,149,Ministry of Foreign Affairs
2875,Chinaemb_Hellas,EmbChinaMex,51,Ministry of Foreign Affairs
2876,Chinaemb_Hellas,SpokespersonCHN,329,Ministry of Foreign Affairs
2877,Chinaemb_Hellas,CGMeifangZhang,182,Ministry of Foreign Affairs
2878,Chinaemb_Hellas,zhang_heqing,245,Ministry of Foreign Affairs
2879,Chinaemb_Hellas,AmbQinGang,225,Ministry of Foreign Affairs
2880,Chinaemb_Hellas,xuejianosaka,136,Ministry of Foreign Affairs
2881,Chinaemb_Hellas,CaoYi_MFA,178,Ministry of Foreign Affairs
2882,Chinaemb_Hellas,zlj517,308,Ministry of Foreign Affairs
2883,Chinaemb_Hellas,ChinaDaily,249,Ministry of Foreign Affairs
2884,Chinaemb_Hellas,liupheonix,131,Ministry of Foreign Affairs
2885,Chinaemb_Hellas,PDChinese,134,Ministry of Foreign Affairs
2886,Chinaemb_Hellas,Cao_Li_CHN,94,Ministry of Foreign Affairs
2887,Chinaemb_Hellas,MFA_China,299,Ministry of Foreign Affairs
2888,Chinaemb_Hellas,ZhaLiyou,188,Ministry of Foreign Affairs
2889,Chinaemb_Hellas,XHNews,284,Ministry of Foreign Affairs
2890,Chinaemb_Hellas,ChinaAmbUN,210,Ministry of Foreign Affairs
2891,Chinaemb_Hellas,libijian2,128,Ministry of Foreign Affairs
2892,Chinaemb_Hellas,ChinaEmbinCH,101,Ministry of Foreign Affairs
2893,Chinaemb_Hellas,AmbLiuXiaoMing,230,Ministry of Foreign Affairs
2894,Chinaemb_Hellas,AmbassadeChine,175,Ministry of Foreign Affairs
2895,Chinaemb_Hellas,iloveguizhou,58,Ministry of Foreign Affairs
2896,Chinaemb_Hellas,AmbXieFeng,121,Ministry of Foreign Affairs
2897,Chinaemb_Hellas,FuCong17,133,Ministry of Foreign Affairs
2898,Chinaemb_Hellas,ChinaEmbAddis,73,Ministry of Foreign Affairs
2899,Chinaemb_Hellas,ChineseSomalia,99,Ministry of Foreign Affairs
2900,Chinaemb_Hellas,PeoplesDailyapp,52,Ministry of Foreign Affairs
2901,Chinaemb_Hellas,EmbQiMei,50,Ministry of Foreign Affairs
2902,Chinaemb_Hellas,AmbLiuQuan,114,Ministry of Foreign Affairs
2903,Chinaemb_Hellas,XinhuaTravel,62,Ministry of Foreign Affairs
2904,Chinaemb_Hellas,AmbLiaoLiqiang,102,Ministry of Foreign Affairs
2905,Chinaemb_Hellas,CGTNEurope,76,Ministry of Foreign Affairs
2906,Chinaemb_Hellas,ShanghaiEye,43,Ministry of Foreign Affairs
2907,Chinaemb_Hellas,AmbLiuGuangYuan,46,Ministry of Foreign Affairs
2908,Chinaemb_Hellas,HuXijin_GT,132,Ministry of Foreign Affairs
2909,Chinaemb_Hellas,China2ASEAN,133,Ministry of Foreign Affairs
2910,Chinaemb_Hellas,ChineseLiberia,108,Ministry of Foreign Affairs
2911,Chinaemb_Hellas,BeijingReview,98,Ministry of Foreign Affairs
2912,Chinaemb_Hellas,chinaembaustria,102,Ministry of Foreign Affairs
2913,Chinaemb_Hellas,LiuXininBeijing,140,Ministry of Foreign Affairs
2914,Chinaemb_Hellas,shen_shiwei,130,Ministry of Foreign Affairs
2915,Chinaemb_Hellas,PDChinaBusiness,42,Ministry of Foreign Affairs
2916,Chinaemb_Hellas,ChineseEmbinRus,52,Ministry of Foreign Affairs
2917,Chinaemb_Hellas,ChineseEmbtoYEM,107,Ministry of Foreign Affairs
2918,Chinaemb_Hellas,hongfenghuang,53,Ministry of Foreign Affairs
2919,Chinaemb_Hellas,thouse_opinions,109,Ministry of Foreign Affairs
2920,Chinaemb_Hellas,china_xiamen,47,Ministry of Foreign Affairs
2921,Chinaemb_Hellas,Chinacultureorg,83,Ministry of Foreign Affairs
2922,Chinaemb_Hellas,EmbChinaGE,106,Ministry of Foreign Affairs
2923,Chinaemb_Hellas,ChinaEmbKabul,101,Ministry of Foreign Affairs
2924,Chinaemb_Hellas,CCTV_Plus,63,Ministry of Foreign Affairs
2925,Chinaemb_Hellas,globaltimesnews,209,Ministry of Foreign Affairs
2926,Chinaemb_Hellas,chinaorgcn,127,Ministry of Foreign Affairs
2927,Chinaemb_Hellas,chinascio,149,Ministry of Foreign Affairs
2928,Chinaemb_Hellas,Echinanews,169,Ministry of Foreign Affairs
2929,Chinaemb_Hellas,CathayPak,135,Ministry of Foreign Affairs
2930,Chinaemb_Hellas,ChinaConSydney,127,Ministry of Foreign Affairs
2931,Chinaemb_Hellas,ChinaEUMission,162,Ministry of Foreign Affairs
2932,Chinaemb_Hellas,AmbassadorHuang,48,Ministry of Foreign Affairs
2933,fayhaaChina,AmbZhouJian,76,China Media Group (CMG)
2934,fayhaaChina,ChinaEmbKSA,73,China Media Group (CMG)
2935,fayhaaChina,CHNembinSudan,108,China Media Group (CMG)
2936,fayhaaChina,qianwen_gu,41,China Media Group (CMG)
2937,fayhaaChina,shen_shiwei,130,China Media Group (CMG)
2938,fayhaaChina,CaoYi_MFA,178,China Media Group (CMG)
2939,fayhaaChina,muyi_dima,10,China Media Group (CMG)
2940,fayhaaChina,AmbChenWeiqing,60,China Media Group (CMG)
2941,fayhaaChina,cgtnarabic,21,China Media Group (CMG)
2942,fayhaaChina,QuanQuan_1231,27,China Media Group (CMG)
2943,fayhaaChina,liupheonix,131,China Media Group (CMG)
2944,fayhaaChina,Zhou_Li_CHN,116,China Media Group (CMG)
2945,fayhaaChina,xinjiangchannel,105,China Media Group (CMG)
2946,fayhaaChina,YayingRUAN,24,China Media Group (CMG)
2947,fayhaaChina,ChinaEmbAlgeria,23,China Media Group (CMG)
2948,fayhaaChina,Hakimyu2,26,China Media Group (CMG)
2949,fayhaaChina,ChinainLebanon,98,China Media Group (CMG)
2950,fayhaaChina,zhang_heqing,245,China Media Group (CMG)
2951,fayhaaChina,CHN_EGY,47,China Media Group (CMG)
2952,fayhaaChina,AmbLiaoLiqiang,102,China Media Group (CMG)
2953,fayhaaChina,criarabic,8,China Media Group (CMG)
2954,muyi_dima,Amb_Yiming,138,China Media Group (CMG)
2955,muyi_dima,ChinaEmbAlgeria,23,China Media Group (CMG)
2956,muyi_dima,shen_shiwei,130,China Media Group (CMG)
2957,muyi_dima,Jingjing_Li,82,China Media Group (CMG)
2958,muyi_dima,CGMeifangZhang,182,China Media Group (CMG)
2959,muyi_dima,AndyBxxx,92,China Media Group (CMG)
2960,muyi_dima,SpokespersonCHN,329,China Media Group (CMG)
2961,muyi_dima,Cao_Li_CHN,94,China Media Group (CMG)
2962,muyi_dima,CGTNOfficial,307,China Media Group (CMG)
2963,muyi_dima,ChineseEmbtoYEM,107,China Media Group (CMG)
2964,muyi_dima,XHNews,284,China Media Group (CMG)
2965,muyi_dima,PatrickZhengCHN,36,China Media Group (CMG)
2966,muyi_dima,liupheonix,131,China Media Group (CMG)
2967,muyi_dima,MahuiChina,187,China Media Group (CMG)
2968,muyi_dima,salahzhang,67,China Media Group (CMG)
2969,muyi_dima,Hakimyu2,26,China Media Group (CMG)
2970,muyi_dima,sun_weide,67,China Media Group (CMG)
2971,muyi_dima,CHNembinSudan,108,China Media Group (CMG)
2972,muyi_dima,HuXijin_GT,132,China Media Group (CMG)
2973,muyi_dima,libijian2,128,China Media Group (CMG)
2974,muyi_dima,zhang_heqing,245,China Media Group (CMG)
2975,muyi_dima,peijin_zhang,31,China Media Group (CMG)
2976,muyi_dima,China2ASEAN,133,China Media Group (CMG)
2977,muyi_dima,CaoYi_MFA,178,China Media Group (CMG)
2978,muyi_dima,fayhaaChina,11,China Media Group (CMG)
2979,muyi_dima,AmbChenWeiqing,60,China Media Group (CMG)
2980,muyi_dima,cgtnarabic,21,China Media Group (CMG)
2981,muyi_dima,QuanQuan_1231,27,China Media Group (CMG)
2982,muyi_dima,ChinaAmbUN,210,China Media Group (CMG)
2983,muyi_dima,theserenadong,48,China Media Group (CMG)
2984,WangXianfeng8,LiyingZHU1,38,Ministry of Foreign Affairs
2985,WangXianfeng8,CGTNEurope,76,Ministry of Foreign Affairs
2986,WangXianfeng8,SuYuting8,16,Ministry of Foreign Affairs
2987,WangXianfeng8,Amb_LiSong,80,Ministry of Foreign Affairs
2988,WangXianfeng8,China_OPCW,40,Ministry of Foreign Affairs
2989,WangXianfeng8,ChinaEmbinGH,82,Ministry of Foreign Affairs
2990,WangXianfeng8,embajadorcn_uy,78,Ministry of Foreign Affairs
2991,WangXianfeng8,LiuYanCHN,19,Ministry of Foreign Affairs
2992,WangXianfeng8,ChinaEmbMalta,44,Ministry of Foreign Affairs
2993,WangXianfeng8,ChinaConsAlmaty,71,Ministry of Foreign Affairs
2994,WangXianfeng8,CHNembinSudan,108,Ministry of Foreign Affairs
2995,WangXianfeng8,ChinaEmbPt,89,Ministry of Foreign Affairs
2996,WangXianfeng8,bjd_review,7,Ministry of Foreign Affairs
2997,WangXianfeng8,CD_visual,18,Ministry of Foreign Affairs
2998,WangXianfeng8,ChinaEmbNamibia,26,Ministry of Foreign Affairs
2999,WangXianfeng8,Lin_Nan1,53,Ministry of Foreign Affairs
3000,WangXianfeng8,ChinaEmbassy_MV,37,Ministry of Foreign Affairs
3001,WangXianfeng8,ChenMingjian_CN,53,Ministry of Foreign Affairs
3002,WangXianfeng8,ChinaEmbBahrain,22,Ministry of Foreign Affairs
3003,WangXianfeng8,ChinaCG_NYC,110,Ministry of Foreign Affairs
3004,WangXianfeng8,ChinaEmb_Juba,28,Ministry of Foreign Affairs
3005,WangXianfeng8,in_embassy,68,Ministry of Foreign Affairs
3006,WangXianfeng8,ChinaEmbinCH,101,Ministry of Foreign Affairs
3007,WangXianfeng8,ChinaCG_Muc,94,Ministry of Foreign Affairs
3008,WangXianfeng8,CCGJeddah,64,Ministry of Foreign Affairs
3009,WangXianfeng8,ChineseCon_Mel,46,Ministry of Foreign Affairs
3010,WangXianfeng8,ChinaCG_CC,39,Ministry of Foreign Affairs
3011,WangXianfeng8,FukLyuGuijun,39,Ministry of Foreign Affairs
3012,WangXianfeng8,ChineseCGMumbai,40,Ministry of Foreign Affairs
3013,WangXianfeng8,PRC_Amb_Uganda,33,Ministry of Foreign Affairs
3014,WangXianfeng8,ChinaCG_Ffm,76,Ministry of Foreign Affairs
3015,WangXianfeng8,CHINA_DIPLOMAT,73,Ministry of Foreign Affairs
3016,WangXianfeng8,EmbChinaPa,50,Ministry of Foreign Affairs
3017,WangXianfeng8,AmbJiaGuide,107,Ministry of Foreign Affairs
3018,WangXianfeng8,ChinaAmbNL,46,Ministry of Foreign Affairs
3019,WangXianfeng8,salahzhang,67,Ministry of Foreign Affairs
3020,WangXianfeng8,ChineseEmb_FJ,91,Ministry of Foreign Affairs
3021,WangXianfeng8,AmbZhengZeguang,97,Ministry of Foreign Affairs
3022,WangXianfeng8,ChnMission,27,Ministry of Foreign Affairs
3023,WangXianfeng8,chine_guinee,90,Ministry of Foreign Affairs
3024,WangXianfeng8,ChinaEmbGermany,76,Ministry of Foreign Affairs
3025,WangXianfeng8,ChinaConsulate,95,Ministry of Foreign Affairs
3026,WangXianfeng8,ChinaEmbinMR,66,Ministry of Foreign Affairs
3027,WangXianfeng8,chinaconsulist,21,Ministry of Foreign Affairs
3028,WangXianfeng8,sun_weide,67,Ministry of Foreign Affairs
3029,WangXianfeng8,Amb_LuKang,146,Ministry of Foreign Affairs
3030,WangXianfeng8,CSCECNEWS,34,Ministry of Foreign Affairs
3031,WangXianfeng8,takungwenwei_hk,17,Ministry of Foreign Affairs
3032,WangXianfeng8,ChnConsulateJhb,25,Ministry of Foreign Affairs
3033,WangXianfeng8,CGHuangPingNY,117,Ministry of Foreign Affairs
3034,WangXianfeng8,AmbCHINEenRDC,55,Ministry of Foreign Affairs
3035,WangXianfeng8,PDChinaLife,98,Ministry of Foreign Affairs
3036,WangXianfeng8,CaoYi_MFA,178,Ministry of Foreign Affairs
3037,WangXianfeng8,ChinaScience,77,Ministry of Foreign Affairs
3038,WangXianfeng8,Jingjing_Li,82,Ministry of Foreign Affairs
3039,WangXianfeng8,Chen1126,9,Ministry of Foreign Affairs
3040,WangXianfeng8,EmbChinaCuba,64,Ministry of Foreign Affairs
3041,WangXianfeng8,AmbChineCmr,66,Ministry of Foreign Affairs
3042,WangXianfeng8,HeRulong,81,Ministry of Foreign Affairs
3043,WangXianfeng8,fayhaaChina,11,Ministry of Foreign Affairs
3044,WangXianfeng8,QiushiJournal,98,Ministry of Foreign Affairs
3045,WangXianfeng8,qianwen_gu,41,Ministry of Foreign Affairs
3046,WangXianfeng8,MiaoXiaojuan,37,Ministry of Foreign Affairs
3047,WangXianfeng8,chenhuixin,9,Ministry of Foreign Affairs
3048,WangXianfeng8,ChinaEmbKuwait,21,Ministry of Foreign Affairs
3049,WangXianfeng8,RenKeNews,20,Ministry of Foreign Affairs
3050,WangXianfeng8,ChinaEmbinRW,39,Ministry of Foreign Affairs
3051,WangXianfeng8,ChineseEmbinMNE,19,Ministry of Foreign Affairs
3052,WangXianfeng8,ChineseEstonia,39,Ministry of Foreign Affairs
3053,WangXianfeng8,ChinaEmbAlgeria,23,Ministry of Foreign Affairs
3054,WangXianfeng8,ChinaEmbCroatia,31,Ministry of Foreign Affairs
3055,WangXianfeng8,WeiHongtian,19,Ministry of Foreign Affairs
3056,WangXianfeng8,EmbChinaVen,9,Ministry of Foreign Affairs
3057,WangXianfeng8,China_Ukraine_,9,Ministry of Foreign Affairs
3058,WangXianfeng8,stuartyueh,37,Ministry of Foreign Affairs
3059,WangXianfeng8,ChinainVan,46,Ministry of Foreign Affairs
3060,WangXianfeng8,ChinaEmbEritrea,84,Ministry of Foreign Affairs
3061,WangXianfeng8,zhang_heqing,245,Ministry of Foreign Affairs
3062,WangXianfeng8,CGMeifangZhang,182,Ministry of Foreign Affairs
3063,WangXianfeng8,libijian2,128,Ministry of Foreign Affairs
3064,WangXianfeng8,zlj517,308,Ministry of Foreign Affairs
3065,WangXianfeng8,CathayPak,135,Ministry of Foreign Affairs
3066,WangXianfeng8,AmbQinGang,225,Ministry of Foreign Affairs
3067,WangXianfeng8,AmbNong,69,Ministry of Foreign Affairs
3068,WangXianfeng8,shen_shiwei,130,Ministry of Foreign Affairs
3069,WangXianfeng8,globaltimesnews,209,Ministry of Foreign Affairs
3070,WangXianfeng8,MFA_China,299,Ministry of Foreign Affairs
3071,WangXianfeng8,Gwadar_Pro,4,Ministry of Foreign Affairs
