is_blue_verified,created_at,description,favourites_count,followers_count,friends_count,listed_count,location,media_count,name,normal_followers_count,pinned_tweet_ids_str,possibly_sensitive,profile_banner_url,profile_image_url_https,screen_name,statuses_count,verified,want_retweets,withheld_in_countries,professional_type,smart_blocked_by,smart_blocking,has_hidden_likes_on_profile,has_hidden_subscriptions_on_profile,is_identity_verified,verified_since_msec,can_highlight_tweets,highlighted_tweets,creator_subscriptions_count,url_0_display,url_0_expanded,url_0_url
False,Thu Jan 08 06:49:54 +0000 2015,Official Twitter account of East China's Jiangsu province. Follow the latest from Jiangsu province on this page.,9648,160195,1023,184,"West Beijing Road, NANJING",11310,"Jiangsu, China",160195,[],False,https://pbs.twimg.com/profile_banners/2965327880/1676858502,https://pbs.twimg.com/profile_images/847722450699698177/jUAxRocs_normal.jpg,GoJiangsu,13333,False,False,[],Business,False,False,False,False,False,1493385522032,False,0,0,en.jiangsu.gov.cn,http://en.jiangsu.gov.cn/,https://t.co/f3yX4jGHIn
False,Wed Oct 27 11:31:17 +0000 2010,"Video Journalist. Fan of palm trees, cats, and the ocean.",34,22,95,1,"Beijing, China ",1,Danni_Zhu,22,[],False,,https://pbs.twimg.com/profile_images/817907178359001088/FDhkQQul_normal.jpg,Danni_Zhu131,21,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Fri Feb 22 09:01:16 +0000 2019,"Amazing China! Let's explore!
Find our App at https://t.co/QpcugewT12",1,709691,11,275,,4722,Xinhua Culture&Travel,709691,[],False,https://pbs.twimg.com/profile_banners/1098870327017271296/1586229850,https://pbs.twimg.com/profile_images/1098872101895790592/Ho7LfERB_normal.png,XinhuaTravel,4750,False,False,[],,False,False,False,False,False,,False,0,0,xinhuanet.com/english/home.h…,http://www.xinhuanet.com/english/home.htm,https://t.co/cXpnwX9R64
False,Wed Jul 24 09:13:43 +0000 2019,"‏‏‏Official account of the Embassy of China in KSA
الحساب الرسمي للسفارة الصينية في المملكة العربية السعودية
@AmbChenWeiqing",1269,17105,309,99,,1041,Embassy of China in KSA سفارة الصين في السعودية,17105,[],False,https://pbs.twimg.com/profile_banners/1153956415138095104/1633945046,https://pbs.twimg.com/profile_images/1169331579946188800/V8TYOiiC_normal.jpg,ChinaEmbKSA,2569,False,False,[],Creator,False,False,False,False,False,1568777304193,False,0,0,,,
False,Wed Feb 12 00:52:05 +0000 2020,Official page of the Embassy of the People's Republic of China in Papua New Guinea,1768,6367,266,111,Papua New Guinea,370,Chinese Embassy in PNG,6367,[],False,https://pbs.twimg.com/profile_banners/1227394803911938048/1586009607,https://pbs.twimg.com/profile_images/1227396889714122752/azG1jcRk_normal.jpg,ChineseEmb_PNG,1083,False,False,[],,False,False,False,False,False,1583393800831,False,0,0,,,
False,Sat Sep 20 16:15:34 +0000 2014,"Travel Presenter at China Central Television, tech geek, ski-head, owner of two cats.",0,56,20,1,"Beijing, People's Republic of ",0,Tianran He,56,[],False,https://pbs.twimg.com/profile_banners/2822290099/1486684259,https://pbs.twimg.com/profile_images/829838702629253126/S4n9ufKw_normal.jpg,tianranhe,0,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Tue Jul 30 11:05:28 +0000 2019,"Xiamen,China's special economic zone,is a window of China's opening to the world and a symbol of innovation and development. Welcome to Xiamen!",8856,13005,721,29,"Xiamen,China",3261,Xiamen China,13005,['1554765305917755392'],False,https://pbs.twimg.com/profile_banners/1156158864909205504/1599397814,https://pbs.twimg.com/profile_images/1246609564167835648/WjODJbHs_normal.png,china_xiamen,11499,False,False,[],Business,False,False,False,False,False,1699437270525,True,0,0,facebook.com/xiamengov/,https://www.facebook.com/xiamengov/,https://t.co/2CBrx63JtY
False,Wed Apr 06 07:03:40 +0000 2016,"Chief reporter and opinion writer of Global Times/Watch Hong Kong affairs, Asian security and Chinese diplomacy/Cardiff University @cardiffuni alumi",232,12856,536,60,"北京, 中华人民共和国",92,Wang Wenwen,12856,[],False,https://pbs.twimg.com/profile_banners/717608694251270144/1543550061,https://pbs.twimg.com/profile_images/1259740202823610373/psetSgZj_normal.jpg,WenwenWang1127,881,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Tue Nov 02 20:26:20 +0000 2010,"Chief reporter & co-leads @globaltimesnews China desk. Cover fascinating China & world. Based in Paris, NYC before. @newmarkjschool alum. Views are my own.",1443,13890,1133,270,Beijing,1445,Qingqing_Chen,13890,[],False,https://pbs.twimg.com/profile_banners/211277534/1518915115,https://pbs.twimg.com/profile_images/1301385370374819845/-0PQsd4g_normal.jpg,qingqingparis,6142,False,False,[],,False,False,False,False,False,,False,0,0,globaltimes.cn/author/Reporte…,https://www.globaltimes.cn/author/Reporter-Chen-Qingqing.html,https://t.co/ICjqwY3OSs
False,Tue Sep 04 08:45:11 +0000 2018,Chinese Embassy in Zimbabwe,1010,17373,153,97,"Harare, Zimbabwe",1060,Chinese Embassy in Zimbabwe,17373,[],False,https://pbs.twimg.com/profile_banners/1036897953334607873/1693334366,https://pbs.twimg.com/profile_images/1696260237471162369/fsm-fOBr_normal.jpg,ChineseZimbabwe,4553,False,False,[],,False,False,False,False,False,1623793690673,False,0,0,chinaembassy.org.zw,http://www.chinaembassy.org.zw,https://t.co/G8ktHBXGwr
False,Wed May 06 11:12:21 +0000 2020,"See China through its history, art and culture — and the lifestyles of those who create it.",32,1042,90,32,,1104,China Daily Life,1042,['1564896637247717380'],False,https://pbs.twimg.com/profile_banners/1257991492016025601/1589374457,https://pbs.twimg.com/profile_images/1257991644822921219/Dar-QObb_normal.jpg,ChinaDaily_Life,1288,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Fri Nov 18 04:19:05 +0000 2016,@XHNews Journalist. Sports Lover. Beer Drinker. Enthusiastic Traveller. Bring u closer to a real #China. retweet≠endorsement. views my own. sad @Arsenal fan.,6402,28169,1215,45,Jiangsu-Beijing-Anhui,972,Oliver Liu,28169,[],False,https://pbs.twimg.com/profile_banners/799466936115396608/1543826851,https://pbs.twimg.com/profile_images/1069513433417056256/ihJrUJ56_normal.jpg,YoloOliver1,4035,False,False,[],,False,False,False,False,False,1694170108626,True,0,0,socialYoloOliver.com,http://socialYoloOliver.com,https://t.co/WbDICvvSyd
False,Tue Mar 17 07:44:09 +0000 2015,"Official Twitter account of Wuxi City, East China, known as Pearl of Taihu Lake.
🌸FB:  https://t.co/QC3fAnwlKw
🌸Tik Tok: https://t.co/tgevU9aELP",2565,60062,419,90,,4651,魅力無錫 Wuxi China,60062,[],False,https://pbs.twimg.com/profile_banners/3092705970/1689827276,https://pbs.twimg.com/profile_images/590681957920591872/8Zb3SbqN_normal.jpg,WuxiCity,5571,False,False,[],,False,False,False,False,False,1514887158381,False,0,0,wuxinews.com.cn,http://www.wuxinews.com.cn,https://t.co/2PvFeYPhvI
False,Thu Dec 19 07:10:36 +0000 2019,Ambassador Extraordinary and Plenipotentiary of the People's Republic of China to the Federal Democratic Republic of Ethiopia,255,17549,115,112,addis ababa,295,Zhao Zhiyuan 赵志远,17549,[],False,https://pbs.twimg.com/profile_banners/1207558778842947584/1586176036,https://pbs.twimg.com/profile_images/1571943183671599109/7TFEIa6L_normal.jpg,ChinaEmbAddis,620,False,False,[],Creator,False,False,False,False,False,,False,0,0,et.china-embassy.org/chn/,http://et.china-embassy.org/chn/,https://t.co/dxAgl3SrUE
False,Wed Aug 18 03:58:17 +0000 2021,Chinese diplomat. For Sino-Russian friendship. Tweets personal views. RTs≠endorsement. https://t.co/RVtJDIl3fH,3688,8652,207,64,"Saint Petersburg, Russia",4094,Yan Yiqiang,8652,[],False,https://pbs.twimg.com/profile_banners/1427842216676974592/1655320943,https://pbs.twimg.com/profile_images/1598018749579264012/5d39KZRU_normal.jpg,MAKSIMYQY,6837,False,False,[],,False,False,False,False,False,,False,0,0,saint-petersburg.china-consulate.org/chn/,http://saint-petersburg.china-consulate.org/chn/,https://t.co/dD2QrssolS
False,Fri Dec 20 09:43:27 +0000 2019,Botschaft der Volksrepublik China in der Bundesrepublik Deutschland,975,8722,265,144,,1757,Chinesische Botschaft in Deutschland,8722,[],False,https://pbs.twimg.com/profile_banners/1207959651079393281/1586015889,https://pbs.twimg.com/profile_images/1610224612452798468/fQPC4qfR_normal.jpg,ChinaEmbGermany,4354,False,False,[],,False,False,False,False,False,1578028000832,False,0,0,de.china-embassy.gov.cn/det/,http://de.china-embassy.gov.cn/det/,https://t.co/ua3xccsPzJ
True,Mon Feb 08 19:14:09 +0000 2021,"Official Twitter Account of the Consulate General of the PRC
TikTok: https://t.co/Nvxp0mZhs2
Instagram:https://t.co/KLhKlUPoJS",1519,3881,1306,60,,770,Chinese Consulate General in New York,3881,[],False,https://pbs.twimg.com/profile_banners/1358856573611868165/1612811968,https://pbs.twimg.com/profile_images/1358856747268636672/eeM1lncV_normal.jpg,ChinaCG_NYC,2031,False,False,[],,False,False,False,False,False,1635342972359,True,3,0,newyork.china-consulate.org/eng/,http://newyork.china-consulate.org/eng/,https://t.co/ERruuSBZYa
False,Wed May 06 10:00:00 +0000 2009,"Husband, hardcore gamer🎮, Senior Sci-Tech Editor @CGTNOfficial. I want to know how much you hate 🇨🇳. RT≠Endorsement",32,37,27,1,Beijing,43,Gong Zhe 巩喆,37,[],False,,https://pbs.twimg.com/profile_images/1073901850359881728/KWdUxEdw_normal.jpg,gz1988,312,False,False,[],,False,False,False,False,False,,False,0,0,cgtn.com/tech-sci,http://cgtn.com/tech-sci,https://t.co/9s5KsOyYoN
False,Sun Feb 02 15:02:48 +0000 2020,Generalkonsulat der VR China in Zürich und für das Fürstentum Liechtenstein,55,8830,538,96,,1325,CGChinaInZurich,8830,[],False,https://pbs.twimg.com/profile_banners/1223984685883297796/1580888808,https://pbs.twimg.com/profile_images/1633832151513960450/c3kaj0t__normal.jpg,CGChinaInZurich,1726,False,False,[],,False,False,False,False,False,,False,0,0,zurich.chineseconsulate.org,http://zurich.chineseconsulate.org/,https://t.co/NhgRSjgVpf
False,Sun Dec 01 22:46:10 +0000 2019,"CAO Zhongming,  Chinese Ambassador to the Kingdom of Belgium🇨🇳🇧🇪",492,9725,279,148,"Bruxelles, Belgique",701,Cao Zhongming,9725,[],False,https://pbs.twimg.com/profile_banners/1201271102305165314/1614675138,https://pbs.twimg.com/profile_images/1202961781221658626/40T6u0gF_normal.jpg,ChinaAmbBelgium,2390,False,False,[],,False,False,False,False,False,,False,0,0,facebook.com/EmbassyofChina…,https://www.facebook.com/EmbassyofChinainBelgium/,https://t.co/9Wrjb24YkO
False,Tue Mar 17 19:21:19 +0000 2020,"Counsellor of Department of Information, MFA, China. 
Former Consul General of China in Rio de Janeiro.",627,40758,146,210,,548,Li Yang,40758,[],False,https://pbs.twimg.com/profile_banners/1239995072806035457/1584533808,https://pbs.twimg.com/profile_images/1263799207237951488/GLX7XzTs_normal.jpg,Li_Yang_China,1541,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Mon Nov 09 16:39:25 +0000 2009,"China Daily EU Bureau Chief/columnist. Ex-DC, NY chief correspondent. Knight Fellow Stanford, WPI Fellow Macalester, Freedom Forum Fellow UHManoa Views My Own!!",21739,210152,3840,1223,"Brussels, Belgium",1891,Chen Weihua （陈卫华）,210152,[],False,https://pbs.twimg.com/profile_banners/88702710/1404572928,https://pbs.twimg.com/profile_images/485435685814300672/dOZBbo0S_normal.jpeg,chenweihua,70313,False,False,[],,False,False,False,False,False,1557106904575,True,0,0,chinadaily.com.cn/opinion/column…,http://www.chinadaily.com.cn/opinion/columnists/chenweihua,https://t.co/QOWtmbgbca
False,Wed Aug 10 09:15:01 +0000 2016,"Chief reporter at @globaltimesnews.  Welcome any question about China, Chinese military, China-US relations and international politics. Studied in UK for years",80,2838,78,23,"北京, 中华人民共和国",71,YANG Sheng,2838,[],False,https://pbs.twimg.com/profile_banners/763302623264976896/1691656944,https://pbs.twimg.com/profile_images/1689558405692952576/nsua1eyC_normal.jpg,AlexYsalex17,379,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Wed Oct 23 03:37:37 +0000 2019,"안녕하수꽈?
주제주중국총영사관입니다.
大家好，这里是中国驻济州总领事馆。",6,2299,93,47,제주시청사로1길10,291,주제주중국총영사관,2299,[],False,https://pbs.twimg.com/profile_banners/1186849086898499584/1571802672,https://pbs.twimg.com/profile_images/1194895617262157824/QBaJWVl1_normal.jpg,jejuZLG,328,False,False,[],,False,False,False,False,False,,False,0,0,jeju.china-consulate.gov.cn,http://jeju.china-consulate.gov.cn/,https://t.co/zNgDCWVPuL
False,Fri Apr 22 03:31:11 +0000 2022,"Minister(公使), Department of West Asian and North African Affairs, Ministry of Foreign Affairs, China
@MFA_China
Rts≠endorsement",35254,24183,2699,75,,2135,Liu Yongfeng,24183,['1665550923110678528'],False,https://pbs.twimg.com/profile_banners/1517345116171960321/1652156614,https://pbs.twimg.com/profile_images/1523647906808573952/Vdxdg_Ap_normal.jpg,liupheonix,8460,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Fri Nov 20 10:12:53 +0000 2020,Official twitter account of the Embassy of the People's Republic of China in Montenegro,765,1519,206,33,chinaemb_me@hotmail.com,538,Chinese Embassy in Montenegro,1519,['1679796058631680000'],False,https://pbs.twimg.com/profile_banners/1329729346861404161/1607965020,https://pbs.twimg.com/profile_images/1336230759720431618/R4_N6-kS_normal.jpg,ChineseEmbinMNE,837,False,False,[],,False,False,False,False,False,1672905600000,False,0,0,me.china-embassy.gov.cn/mon/,http://me.china-embassy.gov.cn/mon/,https://t.co/DUU8AOsYrB
True,Fri Jan 31 15:36:45 +0000 2020,"Spokesperson, Permanent Mission of China to the United Nations Office at Geneva and Other International Organizations in Switzerland",1205,1777,199,59,Geneva,343,Liu Yuyin,1777,[],False,https://pbs.twimg.com/profile_banners/1223268777242120192/1645005901,https://pbs.twimg.com/profile_images/1493889136620675074/v99TQP56_normal.jpg,ChnMission,3919,False,False,[],,False,False,False,False,False,1681726002365,True,0,0,china-un.ch/eng/,http://www.china-un.ch/eng/,https://t.co/YyJEBBKCb9
False,Mon Apr 05 11:01:16 +0000 2021,The official twitter account of the Consulate General of the People's Republic of China in Jeddah,4109,3333,455,45,Jeddah,1216,Chinese Consulate General in Jeddah,3333,[],False,https://pbs.twimg.com/profile_banners/1379026276644659206/1633848256,https://pbs.twimg.com/profile_images/1381634116114862089/ByV1F-EW_normal.jpg,CCGJeddah,1843,False,False,[],Creator,False,False,False,False,False,1642222198470,False,0,0,jeddah.china-consulate.org/chn/,http://jeddah.china-consulate.org/chn/,https://t.co/3w83PfmQiP
False,Wed Mar 04 10:45:58 +0000 2020,The official account of the Chinese Embassy in Ghana,395,5505,167,106,Accra,841,中国驻加纳大使馆 Chinese Embassy in Ghana,5505,[],False,https://pbs.twimg.com/profile_banners/1235154463901585413/1586016992,https://pbs.twimg.com/profile_images/1235154623394127875/s7NkAcRz_normal.jpg,ChinaEmbinGH,2248,False,False,[],,False,False,False,False,False,1601314669243,False,0,0,gh.chineseembassy.org/eng/,http://gh.chineseembassy.org/eng/,https://t.co/nJiF1zBmXC
False,Wed Sep 30 10:27:25 +0000 2020,"Sharing the Love for Life, Cinema, Videos & more.｜FB: @mmMonicaZhang",202,59,380,1,Beijing ,231,Monica Zhang,59,[],False,https://pbs.twimg.com/profile_banners/1311251235995934721/1680275961,https://pbs.twimg.com/profile_images/1673608875247796224/EMiv0OtD_normal.jpg,mmMonicaZhang,438,False,False,[],,False,False,False,False,False,,False,0,0,youtube.com/channel/UCzuOY…,https://www.youtube.com/channel/UCzuOYmSQvp4RbSzEXznML9g,https://t.co/50ECjEnwQc
True,Tue Dec 29 05:31:52 +0000 2020,Welcome to Discover Jilin! We're here to help you discover the magic of this amazing province. We're gonna love having,15847,12328,12239,11,china,7792,JiLin Daily,12328,['1725444087535583559'],False,https://pbs.twimg.com/profile_banners/1343791772196024320/1646689727,https://pbs.twimg.com/profile_images/1529936653061701645/NpaMa2x5_normal.jpg,kimnaying,14370,False,False,[],Creator,False,False,False,False,False,1687241877593,True,42,0,dajiwang.com,http://www.dajiwang.com,https://t.co/jCEk7sc0qG
True,Tue Apr 14 19:27:56 +0000 2020,The official account of the Embassy of the People's Republic of China in the Republic of the Congo ;中华人民共和国驻刚果共和国大使馆官方账号,55,3199,189,83,Avenue Auxence Ickonga BP 1178,556,Ambassade de Chine en République du Congo,3199,[],False,https://pbs.twimg.com/profile_banners/1250143467726086144/1622534858,https://pbs.twimg.com/profile_images/1250152326834290688/ByjtKvBw_normal.jpg,chinaembcongobz,713,False,False,[],,False,False,False,False,False,1623793689939,True,0,0,cg.chineseembassy.org/fra,http://cg.chineseembassy.org/fra,https://t.co/kwBMTh5BTb
False,Tue Jun 01 22:04:40 +0000 2021,Chinese Ambassador to the United Kingdom,1922,8608,108,106,London,1134,Zheng Zeguang,8608,['1723698185997103230'],False,https://pbs.twimg.com/profile_banners/1399849358271647747/1622585391,https://pbs.twimg.com/profile_images/1401680894335893517/NT0jpQ7f_normal.jpg,AmbZhengZeguang,1788,False,False,[],,False,False,False,False,False,1672905600000,False,0,0,chinese-embassy.org.uk/eng/,http://www.chinese-embassy.org.uk/eng/,https://t.co/Ge0rJaM49q
True,Wed Mar 20 12:57:20 +0000 2019,Official account of the Embassy of China in Kenya,451,16152,392,112,"Woodlands Road, Nairobi, Kenya",3414,Chinese Embassy in Kenya,16152,['1724066759945118024'],False,https://pbs.twimg.com/profile_banners/1108351818680004608/1685497965,https://pbs.twimg.com/profile_images/1663725160107585536/y9ST2i7p_normal.jpg,ChineseEmbKenya,5715,False,False,[],,False,False,False,False,False,1595361377659,True,1,0,ke.china-embassy.gov.cn/eng/,http://ke.china-embassy.gov.cn/eng/,https://t.co/A9Dum8mEKy
True,Wed Aug 11 08:41:12 +0000 2021,"中华人民共和国驻大阪总领事
中華人民共和国駐大阪総領事
Consul General of P.R.C  in Osaka",169199,71969,2001,331,,4900,薛剑XueJian,71969,['1724952006023077896'],False,https://pbs.twimg.com/profile_banners/1425376680051314693/1628671711,https://pbs.twimg.com/profile_images/1443181580118233089/VYw4z2K4_normal.jpg,xuejianosaka,114895,False,False,[],,False,False,False,False,False,1632120691798,True,1,0,,,
False,Mon Jan 16 00:13:40 +0000 2017,"Sp. Envoy of China FM for
Afghan Affairs. 中国外交部阿富汗事务特使",637,2884,129,35,Beijing,271,Dr. Yue Xiaoyong岳晓勇（Yueh Hsiaoyung),2884,[],False,https://pbs.twimg.com/profile_banners/820786058283614208/1484528255,https://pbs.twimg.com/profile_images/1457596471847669760/YiafS-QZ_normal.jpg,stuartyueh,462,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Mon Apr 11 08:08:24 +0000 2011,"Catch breaking news, real-time coverage, photos and videos at https://t.co/UEmACBQYxA, the official website of China Daily in Asia",89,27132,247,532,Hong Kong,35791,China Daily Asia,27132,[],False,https://pbs.twimg.com/profile_banners/280406148/1526007441,https://pbs.twimg.com/profile_images/802091109459447808/KuJbK6NN_normal.jpg,ChinaDailyAsia,51628,False,False,[],Business,False,False,False,False,False,1462265920928,True,0,0,chinadailyasia.com,http://www.chinadailyasia.com,http://t.co/UEmACBQYxA
False,Thu Nov 19 15:47:35 +0000 2009,,10,11,34,1,,0,Gladys,11,[],False,,https://pbs.twimg.com/profile_images/1543978775658242049/U9WaPNk__normal.jpg,GladysGuo,0,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Wed Jan 03 04:16:16 +0000 2018,An advocate of China-Uganda relations,940,1070,243,29,"Kampala, Uganda",67,Fang Yi,1070,[],False,https://pbs.twimg.com/profile_banners/948407640878669824/1570594072,https://pbs.twimg.com/profile_images/1446915132349685765/XqfnvNcE_normal.jpg,FangYi85320692,919,False,False,[],,False,False,False,False,False,,False,0,0,ug.china-embassy.org/eng/,http://ug.china-embassy.org/eng/,https://t.co/vGJ87c3LZv
True,Thu Aug 03 07:24:42 +0000 2017,"From the magical city of Lhasa, we bring you Buddhist temples, the Himalayan wonders, and Tibetan stories — ancient and new, but both equally glorious.",316,6066,22,18,,485,Tibet Today,6066,[],False,https://pbs.twimg.com/profile_banners/893009718129577984/1629274641,https://pbs.twimg.com/profile_images/1427907230867681287/U-uBZ5RV_normal.png,TibetTodayCN,641,False,False,[],,False,False,False,False,False,1685587783771,True,0,0,,,
False,Thu Feb 20 08:36:28 +0000 2020,Compte officiel du Consulat général de Chine à Strasbourg,3080,2481,525,57,35 Rue Bautain 67000Strasbourg,564,Consulat général de Chine à Strasbourg,2481,['1725079055895052320'],False,https://pbs.twimg.com/profile_banners/1230410541547560960/1582640761,https://pbs.twimg.com/profile_images/1232223154463965187/FIcWcN6__normal.jpg,consulat_de,5077,False,False,[],,False,False,False,False,False,,False,0,0,strasbourg.china-consulate.org/chn/,http://strasbourg.china-consulate.org/chn/,https://t.co/ETSYFfHatJ
False,Mon Jun 08 16:01:14 +0000 2020,"Timely updates news about the Hong Kong Special Administrative Region of the People's Republic of China. Run by @PDChina, the largest newspaper group in China",0,4888,43,48,,5506,People's Daily - Hong Kong,4888,[],False,https://pbs.twimg.com/profile_banners/1270023039548362754/1591636199,https://pbs.twimg.com/profile_images/1270076631277867009/T0R8xoXc_normal.jpg,PDChinaHK,5521,False,False,[],,False,False,False,False,False,,False,0,0,people.cn,http://people.cn/,https://t.co/hsElNAGpxY
False,Tue Jul 17 08:06:21 +0000 2018,"Official Twitter account of Guizhou province, located in southwest China. Follow the latest from Guizhou on this page.",1589,49260,534,75,,2199,"Guizhou, China",49260,['1724060681564229958'],False,https://pbs.twimg.com/profile_banners/1019131176747982849/1695113232,https://pbs.twimg.com/profile_images/1019131894250770437/wPbI78oS_normal.jpg,iloveguizhou,2717,False,False,[],,False,False,False,False,False,1684530237410,False,0,0,eguizhou.gov.cn,http://eguizhou.gov.cn,https://t.co/bRXjAqRWDJ
False,Fri Feb 26 18:15:10 +0000 2021,The official account of the Consulate General of the People's Republic of China in Vancouver,17,2289,72,42,Vancouver BC Canada,192,Chinese Consulate General in Vancouver,2289,[],False,https://pbs.twimg.com/profile_banners/1365364773508931585/1623953740,https://pbs.twimg.com/profile_images/1723607247027380224/9rvkY4q9_normal.jpg,ChinainVan,956,False,False,[],,False,False,False,False,False,,False,0,0,vancouver.china-consulate.gov.cn/eng/,http://vancouver.china-consulate.gov.cn/eng/,https://t.co/KGG1V5fIMv
False,Mon Aug 27 03:35:11 +0000 2018,Embajadora de la República Popular China,7330,15235,334,51,,99,Ou Jianhong,15235,['1590499391424851969'],False,,https://pbs.twimg.com/profile_images/1247015411578736640/DOScThl4_normal.jpg,oujianhong,2812,False,False,[],,False,False,False,False,False,,False,0,0,,,
False,Sun Nov 15 22:53:26 +0000 2015,"Anchor CGTN. Présentatrice, commentatrice @CGTNOfficial @CGTNFrancais 法语主持人. Compte professionnel. Focus: La Chine, l'économie et la géopolitique.Rt≠endorsement",542,899,2031,12,Beijing,329,Shanhui Zhang 张善辉,899,[],False,https://pbs.twimg.com/profile_banners/4197332679/1677669164,https://pbs.twimg.com/profile_images/1710976690397253633/9ikRPXui_normal.jpg,Shanhui_Jacky,649,False,False,[],Creator,False,False,False,False,False,,False,0,0,francais.cgtn.com/reporter/Zhang…,https://francais.cgtn.com/reporter/Zhang-Shanhui,https://t.co/UyIuCIYhCx
False,Tue Feb 19 16:48:43 +0000 2019,Perfil Oficial de la Embajada de la República Popular China en El Salvador,1501,27202,413,71,San Salvador,849,Embajada de la República Popular China en SV,27202,[],False,https://pbs.twimg.com/profile_banners/1097900802067304448/1550605103,https://pbs.twimg.com/profile_images/1097953252858052610/J8HEFceT_normal.png,EmbajadaChinaSV,2572,False,False,[],Business,False,False,False,False,False,1672905600000,False,0,0,,,
False,Thu Aug 11 16:07:48 +0000 2022,ใครชวนใจก็ทักมา,24,340,780,0,,6,Waruni JZ,340,[],False,https://pbs.twimg.com/profile_banners/1557760494231990273/1681549699,https://pbs.twimg.com/profile_images/1647164723144826880/jfFq3wWW_normal.jpg,MMMKKK56665147,28,False,False,[],,False,False,False,False,False,,False,0,0,,,
True,Wed Aug 19 07:37:55 +0000 2015,"這裡既嚴肃，又輕松；
既自然，又人文；
既為你梳理中國發展，也為你关注世界動態；
時事、觀點、視野、娱樂俱全。
了解中國和世界新聞，新華社中文賬號請您收好。",61,1317377,39,2208,Beijing,58154,New China 中文,1317377,[],False,https://pbs.twimg.com/profile_banners/3319804777/1586054215,https://pbs.twimg.com/profile_images/1246626970172940296/bd30DC_p_normal.jpg,XinhuaChinese,58556,False,False,[],,False,False,False,False,False,1440739305087,True,0,0,xinhuanet.com,http://www.xinhuanet.com,https://t.co/nVlCL0o0bP
False,Sat Jul 03 09:01:11 +0000 2021,"Official Twitter account of the Chinese Ambassador to Uganda. Posted to SF of USA, Kolkata of India, Male of Maldives before.",383,6557,111,37,"Kampala, Uganda",402,Amb. Zhang Lizhong,6557,[],False,https://pbs.twimg.com/profile_banners/1411248553096364034/1632907643,https://pbs.twimg.com/profile_images/1422908552339918849/nMq5ss-K_normal.jpg,PRC_Amb_Uganda,879,False,False,[],,False,False,False,False,False,,False,0,0,ug.china-embassy.org/chn/,http://ug.china-embassy.org/chn/,https://t.co/AMoOMcPzQG
True,Tue Dec 05 15:46:17 +0000 2017,Embassy of The People's Republic of China in India,519,96095,348,369,"50-D, Shantipath, Chanakyapuri",1911,Embassy of The People's Republic of China in India,96095,[],False,https://pbs.twimg.com/profile_banners/938072041273430017/1586078995,https://pbs.twimg.com/profile_images/1585848434866540544/qQgU-o1D_normal.jpg,China_Amb_India,10223,False,False,[],Creator,False,False,False,False,False,1542891125393,True,0,0,fmprc.gov.cn/ce/cein/eng/,http://www.fmprc.gov.cn/ce/cein/eng/,https://t.co/VmQyIf6ijt
True,Mon Apr 27 03:06:57 +0000 2015,The official twitter account of the Permanent Mission of the People's Republic of China to the United Nations. See also @ChinaAmbUN,2617,144521,762,1058,"New York, NY",3139,Chinese Mission to UN,144521,['1722987729871335913'],False,https://pbs.twimg.com/profile_banners/3210919822/1586016333,https://pbs.twimg.com/profile_images/741013709032562688/mx0qFNMB_normal.jpg,Chinamission2un,10389,False,False,[],,False,False,False,False,False,1432737722557,True,0,0,un.china-mission.gov.cn/eng/,http://un.china-mission.gov.cn/eng/,https://t.co/oGzhWiYaTn
False,Wed Jun 03 09:11:17 +0000 2015,"Myanmar Service,China Radio International",1,11,26,0,"北京, 中华人民共和国",2,CRI Myanmar ,11,['606026761709551617'],False,,https://pbs.twimg.com/profile_images/606025927131172865/5jtsnRHj_normal.jpg,shenqihaodianzi,2,False,False,[],,False,False,False,False,False,,False,0,0,facebook.com/myanmar.cri,http://www.facebook.com/myanmar.cri,http://t.co/YyXaGxUBTK
True,Sun Oct 09 06:13:18 +0000 2016,"«CGTN РУССКИЙ» - китайский международный телеканал, вещающий на русском языке. Начал трансляцию 10 сентября 2009 года под названием «CCTV-Русский».",255,87546,60,296,,58741,CGTN на русском,87546,['1723951487246602733'],False,https://pbs.twimg.com/profile_banners/785000165350346753/1698027011,https://pbs.twimg.com/profile_images/1338714978136821761/Mbhm_K6b_normal.jpg,cgtnrussian,86911,False,False,[],Creator,False,False,False,False,False,1494971422787,True,3,0,russian.cgtn.com,http://russian.cgtn.com,https://t.co/81KCOM6yNQ
False,Mon Sep 16 14:16:40 +0000 2019,"中国驻毛里塔尼亚使馆
السفارة الصينية لدى موريتانيا
Ambassade de Chine en Mauritanie",312,3064,74,88,,41,中国驻毛里塔尼亚使馆Ambassade de Chine en Mauritanie,3064,[],False,https://pbs.twimg.com/profile_banners/1173601346592919553/1586021370,https://pbs.twimg.com/profile_images/1246489961433620482/afOTtXNL_normal.jpg,ChinaEmbinMR,125,False,False,[],,False,False,False,False,False,1672905600000,False,0,0,,,
